Column1,Column2,Column3,Column4
1369,However i THEN found out  noticed I needed to enter in starting balances etc etc to begin with and I basically didnt do this,0,134977
1370,1 Ive basically done the following,0,134977
1371,Ive imported my HSBC cvs bank statements from July  1 2014 to Jun 30th  Our Financial Year 2 Ive reconciled the statements with the sales and purchases and naturally a report has been produced,0,134977
1372,3 Everything seemed to me seemed ok on the reports4 My accountant has access to this now to make life easier which is what swung me toward using the software as I like the mobile functionality of which I KNOW i can pass on and teach to my colleagues within the business just to help streamline things on a daily basis and stay completely upto date,0,134977
1373,5 My accountant has informed me of my balances from my previous accounting year though I was going on my bank statement itself 6 So I entered them into Conversion Balance section but apparently still things are not right,1,134977
1374,Am I doing something wrong ,3,134977
1375,should I start again id rather not as Ive reconciled things in details even giving descriptions on many itemsalso my Xero Balanced dont seem to match up eitherI hope someone can help me as I really dont want to be now going back to excel as this looks like great software,0,134977
1376,Hope this makes sense,4,134977
1377,Hi thereWhat information do I need to work out whether a 3rd party software will link into Xero,3,139606
1378,I am look at a lease management software which as a feature has an accounting link allowing information to be exchanged especially accounts payable,0,139606
1379,RegardsPatrick,4,139606
1380,Trying to post payroll this afternoon and when I went to approve the timesheets I get the error messageAn error has occured Your Payslip may be out of sync Try again in a moment,1,138130
1381,I have been retrying for an hour now,0,138130
1382,I have logged a support request but the response time to that is potentially 24hrs and I would like to pay the staff today,0,138130
1383,Has anyone come across this error and a potential fixworkaround,3,138130
1384,HelloI am looking for either a business owner or accountant who is familiar with and knows in detail the pros and cons of how certain programs work with Xero and can offer advice on a possible solution,0,139038
1385,I am starting a new business in the UK and i want to sell both retail online and wholesale in person,0,139038
1386,I have picked Xero as my accounts package Shopify as my online solution and i am wondering if i can run my business on just that or if i need a inventory app also,3,139038
1451,Now under my Settings  Superannuation I got 2 super funds that I added in,0,136854
1387,Here are the key issues I import 100 from overseas with long lead times so working out costings and creating purchase orders and Invoices months in advance is a question,0,139038
1388,Is Xero a good program as central data file for products,3,139038
1389,Does this info flow to shopify or do i need to duplicate data,3,139038
1390,Are the basic apps for shopify any good for linking to Ebay and Amazon,3,139038
1391,I dont have a warehouse or staff i plan to contract out all logistics to a 3PL,0,139038
1392,I have been looking at inventory apps such as Deer Unleashed Trade Gecko or Cin7,0,139038
1393,Cost is a factor but it would be great to talk to someone who has used any of these with Xero and offer advice,0,139038
1394,Many ThanksNathan,4,139038
1395,Right sick of Xero payroll,0,140003
1396,Can anyone please recommend a payroll addon that is not too expensive,3,140003
1397,Thank you,4,140003
1398,For small business clients there should be option for calculating depreciation and disposal and addition for pooled assets,0,128480
1399,Rules are quite different from normal diminishing value method hence we have to prepare manual workpaper to calculate depreciation and have to post it manually,1,128480
1400,Xero Payroll does not calculate wages based on the employees start date,1,133937
1401,If your employee starts halfway through a pay run pay period a manual adjustment of their hours and tax will need to be done,1,133937
1402,For example,0,133937
1403,1 We use a monthy pay cycle that ends 28th of each month,0,133937
1404,2 We have setup a new employee set the start date as 5th November 2012,0,133937
1405,3 We have setup employee with annual salary based of 40 hours work week,0,133937
1406,4 When we do a pay run xero calculates the employee worked 23 days worth of hours instead of 18,0,133937
1407,It has thus NOT taken into account their start date but used the entire month,0,133937
1408,I can work around the problem by adjusting the number of hours after doing a pay run but this is clearly undesirable and error prone especially as wage costs are a large part of our business and getting these wrong is costly,0,133937
1409,Hi I have a case of new fixed asset where 03 payments were made on different dates to buy the same item,0,127511
1410,01 Downpayment  paid thru Debit Card on 1st of May,0,127511
1411,02 1st partial payment  paid thru Credit Card on 15th of May,0,127511
1412,03 Final payment  paid thru EFT on 20th of May,0,127511
1413,Under fixed assets these three transactions are appearing as 03 different assets,1,127511
1414,How do I combine them into 01 Asset,3,127511
1415,Appreciate any reference or solution,4,127511
1416,Regards,4,127511
1417,Hi,0,134704
1418,Im switching my bank account to The Cooperative Bank UK and I see theres a feed available for Personal Banking which I need,0,134704
1419,Every time I try to set up the feed Xero tells me that the access to my online banking is locked,1,134704
1420,On contacting The Cooperative Bank they tell me they have updated their online banking system so that the questions that Xero asks will no longer be acceptable,0,134704
1421,Could you look into this please as I really need to set this feed up as soon as possible,3,134704
1422,It seems the questions you need to ask are different and I do know the answers,0,134704
1423,Many thanks,4,134704
1424,Hey GuysI recently added some funds into my business account as my cash flow was running low and then within a few weeks transfered the same amount back to my personal account,0,127502
1425,How do I account for this on Xero as the transaction appear on the  bank feeds,3,127502
1426,ThanksKet,4,127502
1427,I used some convenience checks from a credit card to pay some vendors,0,126366
1428,Xero excludes ALL credit card transactions and PayPal transactions,0,126366
1429,After some research it appears as though these transactions do no meet the definition of purchase card transaction and as such would not be reported by the PSE Payment Settlement Entity ie the credit card company on a form 1099K,0,126366
1430,Seems like Xero needs to add a check box somewhere that would allow these transactions to flow into the 1099 query reporthttpwwwmarcumllpcomblogtaxandbusinessnewform1099kfilingrequirementformerchantcardandthirdpartynetworkpayments,1,126366
1431,This link is about federal agencies but Q32 I think still applies and explains it httpswwwirsgovGovernmentEntitiesFederalStateLocalGovernmentsFederalAgencyFrequentlyAskedQuestions,0,126366
1432,Any ideas on a work around until Xero fixes this,3,126366
1433,Or am I wrong,3,126366
1434,Hi thereLets say I want to record the costs of a meal with a potential client,0,126442
1435,How would I go about it,3,126442
1436,With the flat chart of accounts I cant create a food sub account to the biz Dev account,0,126442
1437,Is this when tracker would come in handy,3,126442
1438,ThanksDuncan,4,126442
1439,Hi I have only been using xero for a few months and have just noticed that on our profit an loss statement the wages figures are showing up twice once as a net figure and once as a gross figure and therefore throwing out our monthly figures,1,136815
1440,Am I reconciling the wages wrong or how do i fix this,3,136815
1441,Meaghan,4,136815
1442,I am coming from Quickbooks and I am setting up my chart of accounts,0,126837
1443,I am not familiar with setting a tax rate for each account,0,126837
1444,For example I have a computer sales account I need to add to record our computer sales in,0,126837
1445,With Quickbooks I  normally would just set sales tax 7 per invoice or per item I was selling and the item would be tied to the correct sales account,0,126837
1446,Do I need to set a tax rate on the actual account if I set tax rate for the item or can I just leave it at zero,3,126837
1447,I have a problem with the super setup,0,136854
1448,It is the first time I try to set this up,0,136854
1449,I have signed up with ClickSuper,0,136854
1450,Question 1,0,136854
1452,Namely ANZ and HOSTPLUS,0,136854
1453,I want to use HOSTPLUS as default and only super fund and remove the ANZ one but the ANZ line has a little LOCK icon there and I cannot delete it,1,136854
1454,Question 2,0,136854
1455,Does XeroClickSuper automatically draw funds from my bank account to pay the funds for me,3,136854
1456,If Not Should I go to HOSTPLUS to do this manually,3,136854
1457,Question 3,0,136854
1458,Some of the guys in company are longterm contractors so they are not in ï¿½Employeesï¿½ list in Xero in this case how do I handle super for them in the system,3,136854
1459,Looking forward to your answers and thanks very much,4,136854
1460,When a supplier requires a deposit up front with the balance to be paid on delivery how can duplicate fixed assets in Xero be avoided,3,133954
1461,We recently ordered custom computer equipment and paid a deposit upon ordering,0,133954
1462,This transaction created a new fixed asset in Xero that I have since registered,0,133954
1463,Weve now paid the balance owing and this 2nd transaction has created a duplicate fixed asset record,0,133954
1464,I will probably delete the new fixed asset but would like to be able to have both the deposit and balance payment transactions linked to the asset record,0,133954
1465,Is this possible in Xero,3,133954
1466,We have set our default to be Tax Inclusive on our sales invoices but see when we start a new invoice it reverts to Tax Exclusive,1,139941
1467,Do you have a fix for this as I cant see anything that we could be doing wrong here as when I go back to check the setting it Tax Inclusive is definitely selected and saved,3,139941
1468,Thanks,4,139941
1469,Hi ThereIm currently researching new accounting platforms for my company and wanted to check in with you Xero users as to the feasibility of Xero for our use case,0,135033
1470,The company I work for is a manufacturing company with about 75 employees about 25 office staff and 50 factory workers,0,135033
1471,Our revenue is about 10 million per year but our accounting practice isnt very different from a small business,0,135033
1472,POs from customers send invoices pay bills,0,135033
1473,Nothing too crazy,0,135033
1474,My main concern is with transaction limits and scalability,0,135033
1475,We process about 460 invoices per month across about 140 customers total customers in our database are about 500 to 600We sell about 200pcs per month across 850 skus,0,135033
1476,We process about 110 checks per month to 40 vendors or so,0,135033
1477,Im going to follow up with SalesSupport but I wanted see if I could get some input from actual users,3,135033
1478,Thanks for any info you can provide,4,135033
1479,Bradley,4,135033
1480,If you are a user of Xero and invitbox tell us how you are getting on and your experience so far,0,138770
1481,Any tips,3,138770
1482,Automated linebyline data extraction from accounts payable bills  seamlessly sent to Xero inventory systems and a cloudbased filing cabinet check out ,0,138770
1483,Is it possible to get year to date balance on the payslip like what appears in MYOB,3,127386
1484,Hi there A customer has paid twice so I am wanting to allocate his payment as a credit to him there is no invoice to allocate it to,0,127934
1485,What is the best way of allocating this,3,127934
1486,Thanks Jo,4,127934
1487,I understand what tracking is,0,125408
1488,I have a company that has several locations,0,125408
1489,Can I export all my accounts put a track on them and then import them back into Xero or should I just wait till 010717 and start from there,3,125408
1490,Could you please put the name of the contact on statements,3,135963
1491,Right now it has company and address only,1,135963
1492,I would like to see the contacts name,0,135963
1493,Thank you,4,135963
1494,Is it just me being a Xero novice or is there a way to show a VAT summary table consisting of TaxCode NetGoodsAmount and TaxTotal on a custom invoice using just the default currency,3,126642
1495,It seems that Xero will do exactly what I want using the Currency Conversion table but only when the invoice is in a foreign currency,0,126642
1496,I would like to have a very similar table on invoices using just the default currency,0,126642
1497,Is this the Achilles heel of Xero,3,126642
1498,In my previous accounting package that will remain nameless I had a VAT summary table on all my invoices It was impossible to get rid of it,0,126642
1499,Nearly every invoice I look at from my suppliers shows the VAT rate the net total amount it applies to and the corresponding tax total in a table,0,126642
1500,So what am I doing wrong that means all I can show in Xero is the Tax Code and its Tax Total,3,126642
1501,I know legally it might not be essential but its almost a courtesy to whomever has to handle the paperwork,0,126642
1502,I have asked Xero support but as yet had no reply,0,126642
1503,Is there anyone in the Xero community that can put me straight please,3,126642
1504,Ive been on this for three days solid and although I now have improved greatly my understanding of Word am no closer to achieving the invoice template I would like,3,126642
1505,Any assistance will be greatly appreciated,4,126642
1506,Thank you in advance for your time,4,126642
1507,Hi ThereJust wondering if theres a functionality to access an employees prior year Payment summary,3,127673
1508,For example right now when I click into an employee I can only access their 2013 PAYG PS,0,127673
1509,Thanks in advance for your help,4,127673
1510,Amelia,4,127673
1511,For bank accounts that are not connected to a bank feed it would be nice to be able to go to the account transaction page and select each transaction and like you do with remove  redo have a reconcile option,1,135252
1512,This eliminates the need to go into each transaction manually to reconcile,0,135252
1513,Change amounts are in to no tax and then then either tax inclusive or tax exclusive  VAT doesnt get updated any more,1,136174
1514,Marcin,4,136174
1515,HiI ran our first pay run last Friday and although we have claimed the Employment Allowance the charge we would have incurred is showing on the PL,1,138033
1516,It has definitely worked and on the RTI details it shows the charge being deducted via the EA however the charge is there,0,138033
1517,Am I losing my mind,3,138033
1518,Thanks in advanceCaroline,4,138033
1519,Hi thereIm still learning xero and accounting so bear with me,0,134960
1520,Through this tax year weve accidentally been using owner funds introduced  owner drawings  directors loan account to record personal money in and out,0,134960
1521,Were a ltd company so I want to use just the directors loan account and therefore need to consolidate owners funds introduced and owner drawings into the DLA,0,134960
1522,I suppose I could go into each of the transactions mostly expense claims undo the payments and recode them to the DLA but this would take some time and every adjustment i would assume will appear on our latest VAT return,1,134960
1523,Is it possible  advised to just make lump sum transfers from the 2 owners accounts into the DLA,3,134960
1524,This would tidy everything up but im not sure how i would do this and whether there are any disadvantages to doing so,1,134960
1525,Many thanks,4,134960
1526,Hazel,4,134960
1527,I have a large fixed asset register and 9 months into the tax year it is not feasible to rollback depreciation to the beginning of the year just so that I can dispose of an asset without incurring depreciation in the current year,1,126374
1528,There have been other disposals and journals created during the course of the year and repeating the disposal of these assets is not an option,0,126374
1529,This was not a problem prior to the November 2015 improvements,0,126374
1530,I have endeavoured to set a zero depreciation rate which the system will not accept and also to reset the asset to having no depreciation which the system will not allow me to do,1,126374
1531,I am inclined to think that a fix needs to be created,0,126374
1532,Does anyone have a solution,3,126374
1533,Ive purchased some whitegoods on a store credit card and Im not sure how to manage the payments,0,127270
1534,When I do a bpay to my card what do I code the payment as,3,127270
1535,The help file recommends to code it as an equity account such as owner funds introduced,0,127270
1536,If I do that how to I account for the assets,3,127270
1537,Thanks for any assistance,4,127270
1538,Matt,4,127270
1539,Hi new to payrollHave completed my first run and have posted it,0,138000
1540,I cant now understand if I have to pay the employees from my business bank account or what I have done has generated a payment to them,0,138000
1541,It seem unclear,1,138000
1542,When I look on line it talks about clicking on employee batch payment tab to generate a payment but I do not have that anywhere so left feeling very confused,0,138000
1543,Pay is due tomorrow do I pay manually or not,3,138000
1544,Prompt help would be appreciated,4,138000
1545,Hi My client runs a business in the clothing industry supplying clothing to schools clubs and businesses,0,126368
1546,I have set up 2 tracking categories Size and Colour  to allow him to use these specifically for invoicing customers,0,126368
1547,This is a great feature as he can make an appropriate selection on screen while invoicing,0,126368
1548,My client wants the tracking category of Size and Colour to appear the invoice to his customers,0,126368
1549,It would appear the tracking category field names are not available to customise the invoice or I just havent found them,1,126368
1550,Can you please provide some feedback about the tracking category field and whether I can incorporate same in to customising invoice,3,126368
1551,My client will not be using tracking categories for reporting purposes only to invoice,0,126368
1552,Should the feature not be available to include in customising invoices then how soon before this can be available,3,126368
1553,Thank you  regards Robert,4,126368
1554,HI  how do i input opening balances for my customers without importing them ,3,128558
1555,I cannot find how to achieve this so hope someone can help,1,125477
1556,Multiple payments 2 were made to a supplier for a number of products 3 received because a difference payment had to be made a few days later but before I was invoiced to account for a change to a superior product,0,125477
1557,These 2 payments are showing up as separate lines in my company credit card account ready for reconciliation,0,125477
1558,Using the three separate invoices that correctly show the 3 products I received from the supplier I created a transaction made up of the 3 items which totalled the same spent value as the 2 credit card account statement lines however there is no option to split this transaction like there is with invoice payments that I can see,1,125477
1559,Therefore when I choose match against either of the statement lines I can see the transaction but cannot proceed,1,125477
1560,Please advise if this requires the implementation of additional functionality or if I should undertake this reconciliation using a different process,3,125477
1561,Many Thanks  Dan,4,125477
1562,HiWe are evaluating new accounting systems and I have a requirement that does not seem to be available in entry levelmidmarket systems,0,136360
1563,1 Budgets and actuals,0,136360
1564,2 Time sheets,0,136360
1565,3 Travel and expense reportingWe need budgets and actual cost tracking for a software company what Oracle would call ProjectsFor example lets say that we have  the following items  100  Software Module 1 project 1120  Feature x project 2200  Project 3etc,0,136360
1566,Lets say we have 25 developersLoaded costs could vary for each lets say 120 to 300 per hourThe managers define a project and lets say they budget 50000 for a project eg Project 31Wed like the team to enter their time and associate it with a budget item number 100 120 200 etc,0,136360
1567,Id like to know how much we are spending on each project and how well are we planningexecuting,0,136360
1568,We want to go to a cloud based system,0,136360
1569,Thanks,4,136360
1570,Hi there I have a staff member employed as a casual that is not entitled to superannuation payments I have checked the award legislation but Xero wont let me process her pay runs without adding a super line,1,137257
1959,Eric Whitchurch,4,44963
1571,Also even though she is registered as a casual under taxes it still requires a super line,1,137257
1572,Are there settings to eliminate this line so that I can still process pays,3,137257
1573,Much appreciated,4,137257
1574,MorningI need some advice on how to correctly input vehicle registrations,0,126071
1575,I have just noticed that I have inputted my vehicle registration details incorrectly,0,126071
1576,EG 6 months rego is 45160so xero is calculating the GST of 4105However the GST component is only calculated on Insurance so the correct amount of GST is 1732,0,126071
1577,Advice is greatly appreciated thank you,4,126071
1578,HiI am new to Xero and accounting in general,0,125619
1579,I have started a used car sales business in Scotland UK,0,125619
1580,When buying a car to fix up and sell is this a direct expense or should it be put in cost of goods sold,3,125619
1581,Also and repair costs MOT bodywork and work outsourced paintwork mechanics etc for said car is this a direct expense or a cost of goods sold,3,125619
1582,Finally each car is advertised individually as its part of the cost of selling said car is this a direct expense of cost of goods sold,3,125619
1583,Or should it be put in the advertising account,3,125619
1584,Any help would be gratefully receivedMany thanksEric,4,125619
1585,Im looking for a time tracking tool mainly to use for consulting work that works well with Xero,0,138930
1586,Has anyone used either Work Flow Max or Harvest,3,138930
1587,I have one organisation in Xero which gives three partners and our accountant different levels of access,0,135709
1588,I have been asked to take on another organisation with different partners but the same Accountant,0,135709
1589,I know I can add another organisation to Xero saving money in doing so and restrict user access o different activity levels within that organisation,0,135709
1590,However can I restrict each businesss user access so that users from Business A cannot view Company Bs affairs and vice versa while the accountant and I can access both via two logins or whatever,3,135709
1591,Apologies if this has already been answered I did look and checked the closed thread but couldnt find what I was looking for in existing threads,0,135709
1592,If one already exists please link me to directly it so I dont waste anyones time,0,135709
1593,Many thanksAdrian,4,135709
1594,I am relatively new to Xero and running a small business,0,136403
1595,I set up my Sales Invoice but It took a few weeks to set up my Bank Account,0,136403
1596,I now have a bank account and entered the details into Xero,0,136403
1597,I want the details to automatically appear on my Invoices so people can pay me by direct transfer,0,136403
1598,I have tried to work it out via the Sales Invoice settings but it seems you can do everything other than check a tick box to display the bank details,1,136403
1599,How do i do it,3,136403
1600,My business allows patients to prepurchase rehab consultations in bulk at a discount,0,128431
1601,We invoice for each of the treatment sessions and then allocate the invoice to the pre payment,0,128431
1602,But I would like to run a report that shows me all of the prepayments currently outstanding for all patients,0,128431
1603,The only way I can see at the moment is to run the Aged Payables report and check each invoice individually,1,128431
1604,Im sure there must be a better way,0,128431
1605,Can I filter the Aged Payables somehow to show me just the unallocated Prepayments,3,128431
1606,If you are a user of Xero and simPRO tell us how you are getting on and your experience so far Any tips,3,138808
1607,Your comprehensive software tool for Electrical Plumbing Security Heat Pump HVAC Service  Blue Collar Industrial Contracting Businesses 1100 staff check out ,0,138808
1608,Can anyone recommend a good point of sale system for a BarRestaurant that integrates with Xero,3,139273
1609,We have implemented Vend for retail clients but it is missing some functionality needed for a restaurant such as table layouts,0,139273
1610,Vend themselves even state that it is not really suitable for a barrestaurant,0,139273
1611,I have been trying Epos Now which looks good but they are based in the UK and I am concerned at their very sparse documentation on how to use the system,0,139273
1612,Any advice or examples of what bars and restaurants that use Xero are using for their POS would be greatly appreciated,0,139273
1613,regardsBrendan,4,139273
1614,If you are a user of Xero and MyDesktop tell us how you are getting on and your experience so far Any tips,3,138528
1615,The industry leading webbased sales listing and CRM technology that helps you run a successful real estate agency,0,138528
1616,For more information check out ,0,138528
1617,Ive had a search for this and there are three treads which seem to discuss a similar thing however each are missing one key fact,0,128337
1618,Firstly the background,0,128337
1619,We use Workflow Max to generate an invoice and that automatically gets fed into Xero as a draft,0,128337
1620,All ok from here,0,128337
1621,Then we adjust in Xero where appropriate if needed and then send the invoice as an email WITHIN Xero using the following options selected not sure if that has anything to so with this issue but giving the full workflowInclude files as attachments YESInclude PDF attachment YESSend me a copy accountscouk YESThis goes off to the client and I receive my copy into my outlook inbox so the invoice has definitely been sent,0,128337
1622,HOWEVER and this is where it gets odd,0,128337
1623,When I look down my list of invoices sent out in the Invoices Awaiting Payment page it clearly shows that the most recent invoices not as being sent IE the word Sent in green is not showing besides it in the list,1,128337
1624,If I select the invoice and select its history it clearly shows three things for exampleCreated17 Nov 2015 1107 am System GeneratedReceived through the Xero API from WorkflowMax Invoice sent 17 Nov 2015 1130 am Shake AccountsThis invoice has been sent to DavidcoukApproved17 Nov 2015 1131 am Shake Accounts INV6212 to  Ltd for 1639999,0,128337
1625,So everything is showing that it appeared in Xero from Workflow Max was sent via email within Xero and then was approved by me,0,128337
1626,Surely if it goes through the process of sending the invoice it should mark it as sent as everything apart from the initial import is done within Xero,1,128337
1627,We do generate invoices directly within Xero too and we get the same issue,0,128337
1628,I must stress this never affects clients paying they always receive the invoices so that is not the issue the problem is the invoices are simply not showing as sent in searches,0,128337
1629,Any help greatly appreciated,4,128337
1630,New to Xero,0,128814
1631,Trying to setup basic COGS accounts in the chart of accounts  ie Opening Stock Purchases Closing Stock,0,128814
1632,Just wish to code all purchases to Purchases and do a simple journal monthly to record current stocks and produce PL report with gross profit showing,0,128814
1633,Cannot see how to do this in Xero,1,128814
1634,It is simple in MYOB chart of accounts,0,128814
1635,Ive googled all day and cannot find an answer,0,128814
1636,Can anyone help please,3,128814
1637,Hey Id love some help when I click on the green arrow to repeat the amount I have added in Budget Manager it changes what it does each time,1,135373
1638,Sometimes it works however most of the time it deletes the amount I have put in and starts with the amount Ive told it to increase by,1,135373
1639,Amy thoughts would be appreciated,4,135373
1640,If you are a user of Xero and Constant Contact tell us how you are getting on and your experience so far Any tips,3,138571
1641,Easily create beautiful emails and reach your customers where they are every day their inbox Export lists from Xero to Constant Contact,0,138571
1642,For more information check out ,0,138571
1643,I currently use Harvest for all my invoicing and link it with Xero to reconcile transactions and prepare BAS,0,139344
1644,I have noticed on Harvest that when I set up a new invoice it has the following message Apply Tax From Xero,0,139344
1645,After starting to put the BAS together today it looks like Xero is saying that these invoices are BAS excluded,1,139344
1646,How do I change this,3,139344
1647,I cant seem to find settings in either Xero or Harvest,1,139344
1648,It affects reconciliation when Xero picks up a related payment from Harvest Match rather than when I create and can ensure it is included in BAS,0,139344
1649,Many thanks,4,139344
1650,Hi XeroI have two Xero accounts for different entities Global Search works for one but not the other,1,139841
1651,Support have identified the problem for some users and I would like to know when it will be fixed,3,139841
1652,It has been over a month now,0,139841
1653,Thanks,4,139841
1654,I am wondering if anybody here has good suggestions on software we can use for tax returns,3,126322
1655,I was hoping to use Turbotax because it has great review and looks complete and very user friendly but apparently it only integrates with Quickbooks,0,126322
1656,Any suggestions,3,126322
1657,Hi I am currently customising a docx invoice template,0,128199
1658,I would like the invoice to display two extra lines showing Invoice Total and Less Payments Received if payment has already been made prior to generating the invoice,0,128199
1659,Or if payment has not been made I would like it to just display the invoice total,0,128199
1660,I have gotten this far with the first extra line using the following IF function,0,128199
1661,questionssentencesappend IF 171StatementType187  0 Invoice Total  backslash MERGEFORMAT questionssentencesappend IF questionssentencesappend MERGEFIELD InvoiceTotalNetPayments backslash MERGEFORMAT   0 questionssentencesappend MERGEFIELD  InvoiceTotal backslash 000000 backslash MERGEFORMAT  backslash MERGEFORMAT ,2,128199
1662,Note Ive used the actual backslash symbol  not just written backslash  however I was not able to type that symbol in this post,0,128199
1663,The Invoice Total label seems to display correctly according to whether or not payment has been made first IF function but the amount of the invoice second IF function displays this error messageError Unknown op code for conditional,1,128199
1664, 0 and then the invoice amount shows correctly,0,128199
1665,Can anyone help,3,128199
1666,I feel like I just have a small typo that is preventing me from getting the correct formula,0,128199
1667,Ive spent a long time searching help but no luck,0,128199
1668,Thanks in advance,4,128199
1669,Hi thereI was wondering if anyone can help,0,134637
1670,I have allocated 2 credit notes to one invoice for one of our clients and Id like to keep those credit notes as 2 separate lines with corresponding amounts when I print the invoice as PDF,0,134637
1671,At the moment Xero creates one line a sum out of those two credit notes,1,134637
1672,Many thanksNicholas,4,134637
1673,Hi I am new to xero I am having trouble when raising invoices,0,135510
1674,When I raise the invoice and save it is not automatically emailing my customer,1,135510
1675,I am having to then go back into the invoice to manually send the invoice,1,135510
1676,I am worried that the reoccuring invoices may not send in the future,0,135510
1677,Thank youChris,4,135510
1678,I shared a networking lunch with other business owners and we spilt the bill,0,126239
1679,I paid cash for my part and only have a copy of the invoice for the entire group,0,126239
1680,I can reconcile my part payment against the invoice then am left with an outstanding amount still showed as owing,0,126239
1681,however that amount was paid by the other people,0,126239
1682,How do i remove this amount from Xero,3,126239
1683,Should i edit the invoice amount OR use some form of credit note,3,126239
1684,However if I do the latter then it will still show up in my accounting records,1,126239
1685,Angus,4,126239
1686,Hi everyone When I process a batch payment the details field automatically updates to a default detail from a previous payment or the first payment ever used to that payee,1,125593
1687,Does anyone know how to stop this from happening and for it to automatically copy the description entered in the transaction narration,3,125593
1688,If you are a user of Xero and SmartTrade tell us how you are getting on and your experience so far Any tips,3,138681
1689,About SmartTradeA comprehensive job management software system for trade  service businesses with a CRM module to build more information about your customers,0,138681
1690,For more information check out ,0,138681
1691,For general support check out the  or this page for information on ,0,138681
1692,I have a Stripe account and it is linked with Xero  when a client tries to pay via stripe they get an error message,1,138861
1693,I tried to pay a 1 account myself and got a message also,0,138861
1694,Not sure why this is,3,138861
1695,Has anyone had success with setting up batch payments to vendors with Bank of America,3,135489
1696,BOA does not appear to understand what I am trying to do,0,135489
1697,I would like to use this feature to speed up our payment process,0,135489
1698,Hi allNew to Xero and seem to be having issues with importing pay run ABA files into our Westpac account,0,137407
1699,I have checked that the correct BSB and Account number have been entered ie no spaces or hyphens,0,137407
1700,I have also ticked the Include selfbalancing transaction in the ABA file option and have included the DE User ID in the ABA file,0,137407
1701,When I import the file into my Westpac account I receive the following errorsError  An invalid Payment From account was used Record Number 2 Invalid debit BSB format  please check Record Number 3 Record type must be 1The odd thing is that the BSB is correct and the record number does start with 1,1,137407
1702,Xero support recommended I contact the bank and after 25 hours of troubleshooting with Westpac they said I need to go back to Xero,0,137407
1703,Are there any other XeroWestpac users that have successfully imported an ABA file for their pay run,3,137407
1704,CheersShaun,4,137407
1705,I am setting up a new partnership,0,125697
1706,There were several expenses prior to partnership opening their checking account,0,125697
1707,How would I record these in xero,3,125697
1708,I tried adding as expense receipt but then it wanted to reimburse me the bookkeeper,0,125697
1709,I was filing my sales taxes and noticed that the sales tax summary report produced different numbers than the the sales tax transactions report for the exact same period,1,136506
1710,Is there a reason why this would be happening,3,136506
1711,After an hour of investigation I cant seem to find the reason behind this,0,136506
1712,I ended up using the sales tax transactions numbers for filing as well as the total sales numbers pulled from the profit and loss report,0,136506
1713,Hello Can anyone help me please as I have a tricky problem,3,136890
1714,The situation is staff are salaried annual amounthours  hourly rate however they are paid monthly in arrears last day of the month for the actual number of days worked and not simply Annual salary  12 months,0,136890
1715,The issue is their leave needs to be calculated monthly Based on Ordinary Earnings for the month and not just 152 hours  12 months,0,136890
1716,When I try and put this into Xero AU Payroll it tells I have to insert a monthly amount of leave calculated,1,136890
1717,This is clearly different between months January and February as an example,0,136890
1718,Any suggestions please,3,136890
1719,Cab,4,136890
1720,HiI sent this question into support a week ago and still have not gotten a response,0,135985
1721,I hope someone here can help me,0,135985
1722,My accountant set up my bank feeds for me,0,135985
1723,One of them is the situation where only the person who set up the feed can refresh it,0,135985
1724,This bank feed fails all the time and every time like a pest I have to email my accountant to refresh the feed for me,1,135985
1725,Both my accountant and I would prefer it if I could refresh the feed,0,135985
1726,I understand that only the one who added the feed can refresh it  how can I be that person instead of my accountant,3,135985
1727,If I am the only one who can refresh it that is perfectly fine,0,135985
1728,Its just a hassle when SHE is the only one who can refresh it,1,135985
1729,So is there any way to switch that over,3,135985
1730,Ive tried looking around in Xero to figure out if I can reenter the bank feed info so that then I will be the special person with the permissions but I havent been able to find any way to do that,0,135985
1731,Suggestions,3,135985
1732,Thanks so muchHeather,4,135985
1733,I am looking for a SAS provider to compliment Xero,0,139566
1734,Is anyone out there using such a service that they can recommend  I have heard of Huddle Basecamp,3,139566
1735,We would love to find fellow Xero users in our supply chain and would even consider changing certain suppliers to Xero users for ease of use,0,134965
1736,Trouble is there is not a subtle way of finding out who uses Xero,1,134965
1737,I thought there was a Xero user directory but cant find one,0,134965
1738,I have a client who operates his payroll for two shops,0,133597
1739,It would be a good feature to be able to show the address of the location the employee works on the payslip rather than a single location for all,0,133597
1740,Its very common to invoice 50 of an invoice first and then on final invoice theres the next 50 and possibly additional expenses,0,135374
1741,PLEASE XERO can you add this feature whereby I can deduct an amount already receivedinvoiced,3,135374
1742,It would help a lot,0,135374
1743,Instead I have to manually create another invoice to do this which completely defeats the purpose of having XERO in the first place,1,135374
1744,Hi everyone,0,128780
1745,I have been using Xero for my own small company for 2 years and its fantastic,0,128780
1746,However one of my clients with 120 staff but an uncomplicated Architectural Business are concerned its too small for them,0,128780
1747,Any thoughts as I say its not a complicated business no discounts no inventory etc etc,3,128780
1748,your thoughts would be appreciatedJoe,4,128780
1749,Whos the genius who thought the least important thing on a payslip was the payees name,3,140097
1750,Why on earth make that section in a smaller print than the majority of the document,3,140097
1751,I have just completed my first financial year and am confused about how to account for Corporation Tax in Xero,0,125435
1752,I have submitted my tax return and just paid the tax due to HMRC,0,125435
